,user,user_id,text,created_at,retweet_count,reply_count,like_count,quote_count,class
10056,Gui Nadalini,3371108811,nego acha q a onça se mantem forte e alimentada pedindo brownie vegano no ifood https t co nqvwkder s,2022-04-11 21:07:19+00:00,0,1,2,0,Neutro
10054,barry,173901177,pqp pq o tacho do céu subiu tanto no ifood,2022-04-11 21:07:43+00:00,0,0,0,0,Neutro
10053,Shakespeare apaixonado,3989474176,tinha uma loja do ifood q eu pedia sonho por reais agora tá 🤡🤡🤡,2022-04-11 21:07:46+00:00,0,0,0,0,Neutro
10050,Toño,2415420724,o cara do ifood agora salve cachorror,2022-04-11 21:09:36+00:00,0,0,1,0,Negativo
10049,Gabrielle,363054954,ontem fui pedir um ifood e o entregador era tricolor quase soltei um flu 👏 mas não so falei saudações,2022-04-11 21:10:23+00:00,0,0,0,0,Neutro
10047,Alex,329188270,@marciatiburi @kazuo_ieiri a turma do agro é pop &gt; telespectadores da @tvglobo que chamam entregadores do @ifood de empreendedores @pegntv,2022-04-11 21:10:37+00:00,0,0,1,0,Neutro
10044,🦚,1860834518,tô me sentindo bem super c meu corpo etc muito gostosa eu tô mas esses dias engessada e sem cozinhar papai fora o dia todo eu vou pedir muita merda no ifood viu? tô nem aí,2022-04-11 21:11:20+00:00,0,0,0,0,Neutro
10038,Sandyara Peres,1257854255261790209,fui pedir ifood no meio da aula e n entregaram meu pedido q eu já tinha pago 🥰🥰🥰,2022-04-11 21:13:29+00:00,0,0,0,0,Neutro
10037,Luiz Felipe ᶠᶠᶜ ¯\_(ツ)_/¯ #ForaAbel,325785480,dá uma atenção @ifood devolve meu dinheiro já que meu almoço não chegou ainda poh,2022-04-11 21:13:38+00:00,0,0,2,0,Neutro
10035,Will,247334811,alo pessoal olha o que temos para vocês se deliciarem confiram nossos preços e facam seus pedidos @cerejadobolo façam as suas encomendas pelo chat ou nos chamem no whats ifood cereja do bolo https t co muvuywltht,2022-04-11 21:14:26+00:00,0,0,0,0,Neutro
10034,Maria Joana 🧬,172493560,menina menstruada e chapada lembra que existe ifood https t co jc xwumcs,2022-04-11 21:14:36+00:00,0,0,0,0,Neutro
10032,pinkgyu enthusiast,68062247,"@flamissiano juro q li ""preciso d uma camisa nova do ifood""",2022-04-11 21:15:03+00:00,0,0,1,0,Neutro
10031,Mark | mentor na SandBox,1244672103888105472,amo que o ifood é tipo nos importamos com a emissão de carbono somos politicamente corretos sim quer fazer uma doação pra x coisa? paga pra páginas fazerem campanha contra a reinvindicação de direitos dos entregadores*,2022-04-11 21:15:25+00:00,0,0,1,0,Neutro
10030,✨divindade suprema✨,1431436817186832385,@iaciblanco @teapertaneguere vocês merecem!! e que não falte motivo p zezeu moer o cartão do ifood este ano 😂😂😂 felicidades!!,2022-04-11 21:15:33+00:00,0,0,1,0,Neutro
10028,Don Ernesto ◤✠◢,920468900965502978,alguém me manda um lanche no ifood??,2022-04-11 21:16:36+00:00,0,0,1,0,Neutro
10027,isabela morais,1094398855196655618,renê foi embora carinha do ifood flamengo desistiu de comprar,2022-04-11 21:17:02+00:00,1,0,1,0,Negativo
10026,MORANGO~🍓,1513617156621090832,@ifood ifood pelo amor de deus me ajudaaaaaaaa,2022-04-11 21:17:35+00:00,0,0,0,0,Negativo
10024,Valter,33378548,o big de esteio rs tá queimando o filme de vocês vendendo esses lixos deteriorados em promoção pelo ifood @lacta não quero só as moedas de estorno e cuponzinho de reais como fizeram são uns safados https t co lsq qubob,2022-04-11 21:17:46+00:00,0,0,4,0,Neutro
10022,VHS LOGOS,934070394,@rogerio @digocarvalho_ @cleiton_d @revistaoeste minion lockdown de verdade em pais sério você não pode sair de casa só com certidão de endereço e no máximo até o mercado mais próximo exercício na rua antes das e depois das por meses aqui no país dá cloroquina tinha delivery ifood cervejinha na calçada…,2022-04-11 21:17:54+00:00,0,1,0,0,Neutro
10021,pppppprį,1246490743931273217,obg delikata por me proporcionar essa felicidade com a promo do ifood!,2022-04-11 21:18:01+00:00,0,0,0,0,Neutro
10020,Niltinho Santos,98690251,sdd dos sushis e sashimis a real no ifood em são paulo 😔😭,2022-04-11 21:18:20+00:00,0,0,1,0,Positivo
10018,santarelli,610422030,@subwaybrasil @ifood eu tentei entrar em contato somente com a loja deveria entrar em contato com o aplicativo também?,2022-04-11 21:18:30+00:00,0,0,0,0,Positivo
10017,paulo artrite,846760779084959745,estou desde o dia de janeiro esperando o reembolso de uma comida estragada que comprei pelo @ifood vocês tem ideia do que é esperar dias por um reembolso? já deixou de ser por dinheiro minha vontade é ir na justiça que falta de respeito não sei mais o que tentar,2022-04-11 21:18:53+00:00,0,0,1,0,Neutro
10016,José Augusto,174233468,rt @jacksonreis renê foi embora carinha do ifood flamengo desistiu de comprar,2022-04-11 21:18:54+00:00,1,0,0,0,Negativo
10014,Mara⚓🌵,855963058501562369,se tá ruim pra vc imagina pro maluco do ifood q bateu numa z kkkkkkkkkkkkkkkk,2022-04-11 21:19:19+00:00,0,0,0,0,Neutro
10011,»AMTONLINE.com.br,502282658,tá tão burocrático conseguir abrir um pedido de ajuda no ifood q até lá vc nem lembra mais qual é o problema nunca fui tão ruim o serviço de apoio aos restaurantes,2022-04-11 21:19:36+00:00,0,1,3,0,Neutro
10010,Nito,1508225097273942016,@alvesluh sai fora melhor contratar o ifood pro meio de campo do q ele,2022-04-11 21:19:49+00:00,0,1,0,0,Positivo
10009,moreno misterioso,1046937933121576961,estou com fome e a mais de meia hora sem saber o que fazer fiz um pedido no @ifood e o entregador está falou que chegou ao meu endereço mas ele está em outra rua pelo mapa ele não responde o chat e nem o ifood fica difícil confiar no @ifood quando precisamos mesmo!,2022-04-11 21:20:01+00:00,1,1,3,0,Neutro
10007,Luizze Nuzzi,1234651624204795904,alguem me manda um petisco vegano gostoso via ifood vo pega o buscao as h corram,2022-04-11 21:20:24+00:00,0,0,1,0,Neutro
10006,mãcambira,861640163029635072,@crol @ifood eita @ifood,2022-04-11 21:20:28+00:00,0,0,0,0,Neutro
10005,gonçalo alimentos,3902518883,⚠️ alerta de golpe no ifood ⚠️ tentaram me passar um golpe hoje ainda bem que nao deu certo porem fica ai o aviso pra vcs fiz o pedido no restaurante e ate ai normal no ifood aparecia q um moço de bicicleta estaria fazendo a entrega o pedido começou a demorar mt pra chegar,2022-04-11 21:21:14+00:00,1,1,13,0,Neutro
10003,☀️ Solzinho ☀️,1190371926,moto chegou me entregou meu pedido e pediu pra eu pagar com ele na hora nao estranhei pois o pedido no ifood realmente havia sido cancelado ele todo tremendo tirou uma maquininha da uol do bolso ele me deu a maquinha para eu passar o cartao e quando fui olhar o valor,2022-04-11 21:21:15+00:00,0,1,4,0,Neutro
10004,bruno rocha,189133112,"ate q a ""loja"" me ligou falando q o moço que estava fazendo a entrega tinha caído da bicicleta e danificou o meu pedido então eles iam enviar outro falaram que iam cancelar o pedido no ifood mas que nao era pra eu me preocupar que o pedido ia chegar esperei ate que um cara de",2022-04-11 21:21:15+00:00,0,1,4,0,Neutro
10002,L,851197546768850945,ifood só me dá cupom pra restaurante que vende coisa que eu n posso quero comer,2022-04-11 21:21:25+00:00,0,0,1,0,Neutro
10001,Sophie Surfistinha top 2% onlyfans,1445526553656397832,alguém me manda um ifood? eu poderia até pedir mas to carente e queria que alguém me mimasse 🥺🥰,2022-04-11 21:21:49+00:00,1,1,13,0,Neutro
10000,Djow,507659371,whatsapp web tá quase impraticável o ifood tb o que tá acontecendo??,2022-04-11 21:21:51+00:00,0,0,0,0,Negativo
9998,ALASCA,941083564346675200,comprei um milk shake por real no ifood nunca fui triste,2022-04-11 21:22:32+00:00,0,0,1,0,Neutro
9996,Luciano Cunha,100037373,desistiram do ifood pereira! é pra glorificar de pé,2022-04-11 21:23:03+00:00,0,1,1,0,Neutro
9992,MC Cool Cloud,752816968235876352,viva os mercados no ifood meu miojo acabou,2022-04-11 21:23:53+00:00,0,0,0,0,Neutro
9991,bárbara tá no tiktok @bacomvi,64004506,@anabstts mano que deus perdoe a alma dessas pessoas que compram pão pelo ifood,2022-04-11 21:24:17+00:00,0,1,0,0,Neutro
9990,Todoroki,1264645244626354181,@ifood @ndaradomingos que tal me ajudar @ifood ?? tô aqui esperando meu pedido e até agora nada tão de brincadeira,2022-04-11 21:24:21+00:00,0,0,0,0,Neutro
9989,Dollyn🥷,1116879462233247744,outro dia a brisa foi pedir uma sopa no ifood eis as opções https t co hurqjzzoxl,2022-04-11 21:24:26+00:00,1,1,4,2,Neutro
9984,𝓡𝓸𝓭𝓻𝓲𝓰𝓸 𝓜𝓪𝓯𝓻𝓪 ❤️🖤,1198714536779493377,não tem mais nada barato na vida sexta eu e mh fomos comer sanduiche sabado supermercado com frios domingo conto numa pizza com sobremesa sanduiche q comia por ta o outro foi de pra ifood de aumento crying,2022-04-11 21:24:47+00:00,0,1,6,0,Neutro
9983,Charles Bronson,37028819,podia ter uma promoção de sushi hj no ifood né,2022-04-11 21:25:44+00:00,0,0,3,0,Neutro
9982,Bia Guerreiro,161892582,@hatesq @ifood pois é vou tentar de novo mas não foram mt solícitos,2022-04-11 21:26:00+00:00,0,0,0,0,Neutro
9980,Lulu.,819351095227121668,entrega grátis acima de reais simplesmente ifood,2022-04-11 21:26:22+00:00,0,0,3,0,Neutro
9978,dudinha mamba-negra,1075466943166066690,cupom reais no ifood tô pagando na subway kkkkkkkk é sobre isso,2022-04-11 21:27:00+00:00,0,0,0,0,Neutro
9972,"VOLTEI A TATUAR! AGENDA ABERTA, VEM ORÇAR BB",1242353185,obrigada @ifood fez uma mulher de tpm extremamente feliz!!!!!!!!!!! https t co jnkvrt jfl,2022-04-11 21:28:09+00:00,0,0,2,0,Neutro
9970,bibia,934364994585747456,o @ifood não faz mais uma graça 😞,2022-04-11 21:29:00+00:00,0,0,0,0,Positivo
9969,Jeferson Stabile 💉✊🏽🏳️‍🌈⃤,1166531064812249092,eu não aguento os entregadores do ifood me falarem que quando olham o endereço já sabem que é aqui 🤣🤣🤣 a de ontem ala eu ja sei o caminho decorado!,2022-04-11 21:29:01+00:00,0,0,0,0,Neutro
9967,𝐿𝑎𝑟𝑖𝑠𝑠𝑎 🦕,91013499,@nuzziluizze @ifood que absurdo e eles não resolvem o problema?? só querem embolsar o deles e o cliente que se vire?,2022-04-11 21:29:05+00:00,0,1,1,0,Negativo
9965,Poliana Freitas,22611188,agr vou pedir no ifood de vontade eu n morro,2022-04-11 21:29:30+00:00,0,0,0,0,Neutro
9964,Eduardo Carvalho,536353211,gente pedir mc donalds pelo ifood é um assalto né?,2022-04-11 21:29:59+00:00,0,0,4,0,Neutro
9963,𝓔𝓼𝓽𝓮𝓻 𝓟𝓲𝓶𝓮𝓷𝓽𝓪 🌼,343666932,@gsrosalem @_fladadepressao comparar arão com pitico ifood deveria ser crime okkkkkkkk,2022-04-11 21:30:01+00:00,0,0,0,0,Neutro
9960,Luan,4774505962,pedir ifood e maratonar alguma série ignorando a existência alheia,2022-04-11 21:30:10+00:00,0,1,2,0,Neutro
9959,._.,1491194713176739843,"to assistindo minha vídeo aula na paz e aparece o whindersson nunes gritando ""ta fazendo o que ai?"" pra propaganda do ifood sério mano que susto",2022-04-11 21:30:13+00:00,0,0,1,0,Neutro
9953,renatinha,976247395817349120,não aguento mais ter pedido do ifood roubado por entregador juro por deus,2022-04-11 21:31:24+00:00,0,0,0,0,Neutro
9948,oi,940072262316605440,"""pediu receba!"" isso é maravilhoso! não sei como o @mercadolivre ou @ifood ainda não chamou o luva pra fazer um comercial com esse conceito https t co qr hb o qv",2022-04-11 21:31:40+00:00,0,1,0,0,Neutro
9947,claudio,904948550,@polipopy @ifood pois então agora eles cancelaram mas ainda estou com fome é foda demais,2022-04-11 21:32:08+00:00,0,0,1,0,Neutro
9946,Vini Oliveira,38000217,ifood uma empresa zuada pra caramba https t co zgrjqvt u,2022-04-11 21:32:17+00:00,0,0,0,0,Neutro
9942,Kiki tsune,613565899,"@sukitabr quando vocês descobrirem q o ifood contratou agência de publicidade pra boicotar os protestos da greve e mandaram os ""matarem"" no organizador o galo o mundo de vocês explode kkkk",2022-04-11 21:35:30+00:00,1,4,111,0,Neutro
9941,Natalia Viana 🇧🇷,66204196,tem aquele aplicativo o zé que é tipo um ifood de bebida mas quando é que vão inventar um ifood de cigarro e maconha?,2022-04-11 21:35:40+00:00,1,0,3,0,Neutro
9940,Robin | 📖 Vagabond,1074109855835873280,rt @robinisemo tem aquele aplicativo o zé que é tipo um ifood de bebida mas quando é que vão inventar um ifood de cigarro e maconha?,2022-04-11 21:35:45+00:00,1,0,0,0,Neutro
9939,maconha 🥦,747676181021990914,gente o ifood de tueio 🥺 https t co ntb hqm gm,2022-04-11 21:35:57+00:00,0,3,15,0,Neutro
9934,marcélula 🧫,38961890,@sukitabr o ifood é uma das empresas mais exploradoras e cretinas desse país junto com a uber mais a galera n liga pq não ta atingindo a classe dela e prefere a mordomia,2022-04-11 21:37:27+00:00,1,1,199,0,Negativo
9933,la últime romântique -ℒ𝓊,701532251369172992,@filipe ts é só ler os comentários e vc entende pq é assim o foco do tuíte é o governo absurdamente ficar com de tudo e da galera fica falando do modus operandi do ifood,2022-04-11 21:38:04+00:00,0,0,2,0,Neutro
9931,João Milton,34636747,menino tô sem fazer nada vou já gastar meu dinheiro com lanches exóticos aqui no ifood,2022-04-11 21:38:10+00:00,0,1,0,0,Neutro
9925,Victor Rocha,67878049,@crftheus ótimo entregador devia trabalhar no ifood,2022-04-11 21:39:25+00:00,0,0,0,0,Neutro
9924,Maciel ᶜʳᶠ,903794894606622725,@tremjullia @sukitabr a ultima entrega do ifood será a c b ça dos donos dentro de uma bag deles,2022-04-11 21:39:35+00:00,0,0,4,0,Neutro
9922,.,1228394295964655617,*nforc r os donos da ifood com as tripas dos acionistas da uber,2022-04-11 21:40:10+00:00,2,1,22,0,Neutro
9917,peter odactyl,2810545195,lugar bom no ifood pra pedir espetinho?,2022-04-11 21:40:58+00:00,0,1,0,0,Neutro
9914,Cone & Cimento,1376285706474115075,@folha a gente viu msm pessoal passeando de barco viajando aproveitando mansão com queijos vinhos diarista ifood e mandando o povo ficar em casa que a economia a gente via depois o msm povo que banca essa corja estranho uma amnesia seletiva gigantesca né?,2022-04-11 21:41:50+00:00,7,0,57,0,Negativo
9912,thatoca,62362037,só queria que o picpay me desse reais hoje pra comprar ifood to chorando 😭😭😭😭😭,2022-04-11 21:42:00+00:00,0,0,0,0,Neutro
9911,Ian Liu Rodrigues,4219722063,@ifood @ndaradomingos vcs já se pronunciaram sobre isso? https t co owowlhjkwt,2022-04-11 21:42:09+00:00,0,0,1,0,Neutro
9909,Cataiason Da Silva Lauro,1511516965650714632,vou pedir sopa no ifood e ninguém pode me impedir,2022-04-11 21:42:26+00:00,0,0,0,0,Neutro
9907,ؘ,916750303260807168,"meu irmaozinho foi no mercado comprou cebollitos pra mim e quando chegou no portao disse ""ifood"" meu deus amo crianças 🥺😭😭",2022-04-11 21:42:30+00:00,0,1,0,0,Neutro
9906,Sobei Loscar,1486689949290307586,@diggoncalve @jornalfla ifood gourmet só e nada mais,2022-04-11 21:42:32+00:00,1,0,2,0,Negativo
9904,ex julinha do canva,1502068859762847744,@bellarls se eu não tivesse sido assaltada na cantina da faculdade eu te mandava pelo ifood 😔,2022-04-11 21:43:04+00:00,0,1,0,0,Neutro
9901,Ladylike,1237040612639215616,"""proposta vem no meu ap jantar e curtir uma noite de sexo comigo? não temos nada a perder somente a ganhar via https t co tnmgee dbu eu não sou ifood de xoxota me respeita!",2022-04-11 21:43:12+00:00,0,14,28,1,Neutro
9900,Neryssa 💙 Wowhead,16716405,cara eu adoro o @ifood mas cancelar pedido atrasado com eles é uma das piores merdas que tem tô com lanche atrasado tem quase duas horas quando o tempo de entrega estava estimado em mins restaurante não responde app fica me enrolando pra estornar,2022-04-11 21:43:32+00:00,0,2,4,0,Neutro
9896,nilóvisky,948029678782222339,tô com uma dor desgraçada pra caralho mas espero do fundo do meu coração que não seja nada do que estão desconfiando o ifood não tem um restaurante de doce decente af,2022-04-11 21:45:19+00:00,0,1,0,0,Neutro
9893,gostosa e triste | #ANICHELLA,1131974560272797697,@netobindito macetei a noção passou longe quer comer cedo ifood tá ai https t co imgyslx s,2022-04-11 21:46:10+00:00,0,1,2,0,Neutro
9891,https://danielsales.com.br,995311421964636160,@itsneryssa @ifood não só isso mas os preços foram pro espaço depois que a concorrência foi embora tá difícil,2022-04-11 21:46:20+00:00,0,1,0,0,Negativo
9890,Lua ✨,1298096547876319239,@ifood queria comer um pouco mais saudável hoje e agora tive que pedir mcdonalds que é uma bomba pra saúde mas é o que entrega rápido tenho reunião daqui a minutos que merda velho,2022-04-11 21:46:30+00:00,0,0,0,0,Neutro
9889,Melithian 💙,17000135,o mal do jovem é entrar no ifood estando com fome,2022-04-11 21:46:54+00:00,0,0,0,0,Neutro
9888,one-eyed queen,3371922916,depois de saborear um delicioso prato do lellis que tal um mamão de papaia como sobremesa😋? escolha e peça o seu através do whatsapp 📱 ☎️ 𝐨𝐮 𝐩𝐞𝐥𝐨𝐬 𝐚𝐩𝐩 📲 ifood rappi das h até h alameda campinas tel https t co jsah b vag,2022-04-11 21:46:55+00:00,0,0,0,0,Neutro
9887,Lellis Trattoria,69410098,que ódio do ifood kkkk,2022-04-11 21:47:04+00:00,0,0,0,0,Neutro
9886,sams,1649706289,vim da uma rodada no ifood 💸,2022-04-11 21:47:05+00:00,0,0,1,0,Neutro
9885,FP MB🥋,1186424774521737216,@melithian @ifood aqui não mudou muita coisa ainda bem só irritada que eu pedi almoço com horas de antecedência pra minha reunião e agora tô tendo que pedir mcdonalds pq é o que entrega mega rápido e com rastreio,2022-04-11 21:47:33+00:00,0,0,1,0,Neutro
9884,Neryssa 💙 Wowhead,16716405,o preço do uber e ifood tem ficado cada vez mais caro e o aplicativo tem prestado um atendimento cada vez pior com certeza fodendo mais os entregadores e os restaurantes ai todo mundo fica puto cliente e quem oferece o serviço e os bonitos saem de bons samaritanos lixo,2022-04-11 21:47:51+00:00,0,0,5,0,Neutro
9880,fred bugg with two g's,80610694,@franca_aninha tem lugar q eh ainda mas no ifood q eh mt caro,2022-04-11 21:48:19+00:00,0,0,0,0,Neutro
9877,Ms. Ives,49172497,mãe que vontade de comer um risoto pede o mais barato do ifood o risoto https t co hgscghvoqq,2022-04-11 21:49:49+00:00,1,0,1,0,Neutro
9875,282 dias para o fim do desgoverno!!🇧🇷,818123243924160513,@shalcsik @biodiversidadeb a onça vai comer o que? ifood?,2022-04-11 21:49:51+00:00,0,0,1,0,Neutro
9872,"Saoko, papi, Saoko",2389020804,vou chegar em patu uma bola de tanto que peço ifood no tédio,2022-04-11 21:50:23+00:00,0,0,2,0,Neutro
9867,Sargas Alnyiat Abraxás☆💀💜🇧🇷🧜🏽‍♀️☆,334867138,@vnsvini @mercadolivre @ifood o ifood deve estar ocupado tentando limpar o desastre de branding desse mês p,2022-04-11 21:50:59+00:00,0,0,0,0,Negativo
9866,Rafa,803348,rt @sobeiloscar @diggoncalve @jornalfla ifood gourmet só e nada mais,2022-04-11 21:51:26+00:00,1,0,0,0,Negativo
9864,Nome,41144507,crlh segunda vez em menos de dias q peço comida no ifood e o pedido vem errado que inferno,2022-04-11 21:51:27+00:00,0,0,0,0,Neutro
9863,mayara 🌵🌪,58041135,quase todo dia vejo um coroa n mt coroa aqui pela gávea fazendo entrega dos correios sozinho uma fiorino agr avistei ele de moto fazendo entrega no ifood duro ele n tá correria mt válida dinheiro entra msm quanto mais voc trabalha,2022-04-11 21:51:36+00:00,0,0,1,0,Neutro
9862,Dvs ᶜʳᶠ🔴⚫,233310776,cupom de desconto cornershop by uber faça suas compras de mercado sem sair de casa com as primeiras entregas grátis! se cadastre pelo nosso link e aproveite os descontos exclusivos! https t co xilq vvc #uber #ubereats #ifood #mercado #rappi https t co y bthhpwry,2022-04-11 21:51:43+00:00,0,0,0,0,Neutro
9861,Lilian Nascimento 🏊‍♀️✨🔴⚫,21879816,@michelepradoba é que ela perdeu o telefone do ifood teve que fazer essa coisa primitiva de caçar como outros tantos,2022-04-11 21:52:04+00:00,0,1,0,0,Neutro
9858,nari,51284120,@antigavenus @ifood gente q absurdo vc conseguiu conseguiu resolver?,2022-04-11 21:52:32+00:00,0,0,0,0,Neutro
9855,que loucura,317203828,hoje eu comi uma massa paga pelo ifood amei,2022-04-11 21:53:27+00:00,0,0,0,0,Neutro
9854,Gustavoˢᶠᶜ,799762539877978112,a rapaziada reclamando q predação da gatilho vem cá vcs acham q o leão come a gazela como? pede pelo ifood e recebe grelhada?,2022-04-11 21:53:30+00:00,0,0,1,0,Neutro
9853,Cupom de desconto | ofertas,1379193374436163586,cupom de desconto 💰🛒 amazon https t co sk ek eht ifood x md ul r riachuelo rchlo afl hering https t co nv dkwjg renner https t co mx pvdvxuf lojas americanas https t co qsiwkmhx w cea código de consultora ohmyshop,2022-04-11 21:53:37+00:00,0,0,0,0,Neutro
9850,my name isn't Alice,1245215202217529347,apareceu um coelho repentinamente no rastreador do @ifood e eu achando que eles me dariam um chocolate de mimo por eu ser cliente todos os dias recebi um zero de nada ajuda aí né ifood https t co p qq c gw,2022-04-11 21:54:09+00:00,0,0,1,0,Neutro
9847,Thiago Galeno,827162773,@proxy_go boa ideia vou lançar um ifood de rola pra molieres casadas e aceitar pagamento em vr,2022-04-11 21:54:44+00:00,0,0,0,0,Neutro
9846,Welder Souza,1456012745841774597,@filipe ts o governo sempre vai ser o monopólio as vezes compensa o ifood se vc vira refém do app ele monta em vc,2022-04-11 21:54:45+00:00,0,0,0,0,Neutro
9844,⚧⃤ツ🫀Alucard de cropped e ruim das perna🫀ツ ⚧⃤,995432610364116992,rt @sweeto_dreams mãe que vontade de comer um risoto pede o mais barato do ifood o risoto,2022-04-11 21:55:28+00:00,1,0,0,0,Neutro
9843,"Gui_mengo --- Raça, Amor e Paixão 🇺🇦🇺🇦🔴⚫️🔴⚫️",36776055,@papodeurubutv ele não é ruim mas não tem possibilidade de se pagar quase milhões em um volante ainda mais do ifood,2022-04-11 21:55:57+00:00,0,1,1,0,Negativo
9840,Luciana Melhorim,118061784,@mcdonalds_br @mcdonalds @ifood dm enviada!,2022-04-11 21:56:27+00:00,0,0,0,0,Neutro
9839,mariaria,3408807622,são paulo simplesmente tem muita coisa no ifood eu tô desde que cheguei olhando tudo e nossasenhora tem tanta coisa diferenciada da vontade de experimentar tudo,2022-04-11 21:56:33+00:00,0,0,0,0,Neutro
9835,Contato,47410384,@biodiversidadeb a onça poderia ter pedido uma salada pelo @ifood né?!,2022-04-11 21:57:20+00:00,0,0,0,0,Neutro
9833,DEMOCRACIA,715364459099856896,rt @nadanovonofront “então já antecipa o ifood” teria completado o senador,2022-04-11 21:57:23+00:00,5,0,0,0,Neutro
9832,Okambi Omo⛓️⚔️🛡️,1444465794436505602,@biodiversidadeb a onça qdo tiver fome vai pedir pelo ifood e convidar a capivara para a refeição 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2022-04-11 21:57:24+00:00,0,0,0,0,Negativo
9830,adalts,48417618,@cowb ym ndy @luscafull o pisão na moça do ifood,2022-04-11 21:57:41+00:00,0,2,2,0,Neutro
9826,Gre Oliver 🍀,366682433,peguei um monte de promoção de mercado no ifood daqui um tempo não vou mais sair de casa pra comprar nada,2022-04-11 21:58:18+00:00,0,0,0,0,Neutro
9824,lalaꨄ︎ 📖: vbsa,1244472570633691139,receba nosso ifood diretor https t co gmtn tnkvw,2022-04-11 21:58:34+00:00,0,0,0,0,Neutro
9823,Stewie ᶜʳᶠ,3170223369,"abri o twitter e de cara li elogios ao renê e um comentário dizendo q a torcida ""queimou"" o andreas agora somos culpados pelo ifood pereira ser frágil emocionalmente e temos q ser gratos ao perebaço olha as vezes é complicado usar essa rede",2022-04-11 21:58:37+00:00,2,3,8,0,Neutro
9822,LUIZA FERREIRA,1442969125261824000,será que vou ser muito preguiçosa se eu pedir coisa no mercado pelo ifood?,2022-04-11 21:58:49+00:00,0,2,1,0,Neutro
9821,𝔏𝔦𝔟𝔢𝔯𝔱𝔦𝔫𝔞 🦁❤,1242156456843059201,nada se compara ao dia que eu tava desesperada e letícia queria comprar um teste de gravidez pelo ifood,2022-04-11 21:59:01+00:00,0,0,0,0,Neutro
