,id_tweet,user,text,created_at,retweet_count,reply_count,like_count,quote_count
12,1546599146743791617,luk1nh4z,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:55:45+00:00,1089,0,0,0
13,1546598911535636480,Denise,"Na primeira semana de covid e isolamento, eu praticamente acabei com a comida da casa, me restando apenas ovos e legumes murchos na gaveta da geladeira. 
Os porteiros estão reclamando de colocar as coisas no elevador. O @iFood nao me dá cupons… to vendo uma semana sombria ai..",2022-07-11 20:54:49+00:00,0,0,5,0
14,1546598831122485249,nic ˃ᴗ˂,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:54:30+00:00,1089,0,0,0
15,1546598468281589761,Gabriella Sevilha,"@iFood fiz uma reclamação no reclame aqui pela segunda vez, já que a primeira não fui respondida. Recebi essa mensagem automática pelo wpp, mas quando clico da na minha reclamação, que continua sem resposta de vcs. Vocês podem me auxiliar em quis dados que vcs precisam? https://t.co/BI6yzS6E7Y",2022-07-11 20:53:03+00:00,0,0,0,0
16,1546598306435981312,vivi,"Pedi docinho no Ifood, aí saiu pra entrega (ebaa) e logo dps eles cancelaram meu pedido, desumano uma coisa dessas viu",2022-07-11 20:52:25+00:00,0,0,1,0
17,1546598185258422275,alternatif,Um absurdo cancelarem pedido do IFood depois de mais de 30 min q você fez o pedido e tá contando com ele chegar a tempo,2022-07-11 20:51:56+00:00,0,0,0,0
18,1546598144594649089,ガイア — 𝐂𝐚𝐯𝐚𝐥𝐫𝐲 𝐂𝐚𝐩𝐭𝐚𝐢𝐧,"⠀⠀⠀⠀ 
⠀⠀⠀⠀⠀⠀⠀⠀O Ifood deveria me patrocinar de tanto que eu compro comida.
⠀ ⠀⠀⠀⠀",2022-07-11 20:51:46+00:00,0,0,0,0
19,1546597979662041088,Ana & Jones 🍁 todo conteúdo em casal por 50 ✨,RT @AnabeleDarkDoll: Só queria um boy me mandando giftcard do ifood pra me ver alimentada 😮‍💨🖤✨,2022-07-11 20:51:07+00:00,5,0,0,0
20,1546597953699291137,ninic ͏️️️!,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:51:01+00:00,1089,0,0,0
21,1546597629051928577,Artemis,"RT @roscariano0: O rapaz do ifood veio fazer uma entrega e perguntou se eu era o rapaz do Twitter falei que sim, convidei pra entrar e no f…",2022-07-11 20:49:43+00:00,1516,0,0,0
22,1546597604968071168,Carl1nha,"@anapxv Eu tava com ressaca moral com o Ifood e não queria nem ter visto o que eu comprei, mas eu abri o Ifood agora de tarde e tava assim e consegui cancelar o agendamento https://t.co/bG6i8a7Sd8",2022-07-11 20:49:38+00:00,0,1,0,0
23,1546597567366139904,alanis⊬,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:49:29+00:00,1089,0,0,0
24,1546597415662358529,🅰️ndrielly,entrega não rastreável do ifood = um inferno 🤡,2022-07-11 20:48:52+00:00,2,0,4,0
25,1546597222380445698,Br ✠⁷⁷⁷,RT @pqp_cabelex: Ifood não fortalece um cupom mané,2022-07-11 20:48:06+00:00,1,0,0,0
26,1546597210896343042,laora,entre nunca mais vou comer nada e e se eu pedir todas as coisas do mundo no ifood,2022-07-11 20:48:04+00:00,0,0,0,0
27,1546596906633252865,Méqui,@rainbowsmount @iFood Chama a gente na DM? Vamos te ajudar por lá!,2022-07-11 20:46:51+00:00,0,0,0,0
28,1546596322777743360,vênus 📖: espada de vidro,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:44:32+00:00,1089,0,0,0
29,1546595760304787457,iah,@flerferr_ o ODIO q eu tenho dessas logos parecidas! eu sempre confundo o ifood com o pinterest,2022-07-11 20:42:18+00:00,0,1,0,0
30,1546594956852318209,masha,eu to mto desmiolada hoje juro minha mae falou de pedir comida aí fui baixar o ifood pra ver opções e digitei pizza na app store. shes sooooo crazy,2022-07-11 20:39:06+00:00,0,0,1,0
31,1546594933787721732,Bruna Calazans,"para orgulho do meu amigo @riqriqs, hoje eu abri o iFood para comprar uma salada cara, fechei o app e fiz a minha própria salada",2022-07-11 20:39:01+00:00,0,0,1,0
32,1546594735443398656,Darlene Dalbão,"RT @mjufreire: Pessoal de Rio Grande não comprem churrasco no Espeto de Prata no ifood,  é golpe 

é literalmente golpe",2022-07-11 20:38:13+00:00,102,0,0,0
33,1546594732700311557,Guxta 🔪,tão bao subir ifood com CC 💆🏻,2022-07-11 20:38:13+00:00,0,0,2,0
34,1546594730691231745,ab’♡s⁷ 📖: battle royale,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:38:12+00:00,1089,0,0,0
35,1546594495751495686,Bosco Galindo,@NandoRasec @iFood Chama a gente na DM pra bater um papo? Te esperamos,2022-07-11 20:37:16+00:00,0,0,1,0
36,1546594479464914945,Nico 📺: ST2,"Hoje Segunda-feira tem Promoção do Burgercue na Fogo &amp; Chama
🔥 ou peça pelo Delivery Através  dos Aplicativos , Ifood , Rappi ou pelo Nosso Whatsapp :  84-3025-1525 https://t.co/6QN0cvUkHl",2022-07-11 20:37:12+00:00,0,0,0,0
37,1546594312904970243,Sérgio Gabrich ⭐⭐⭐,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:36:33+00:00,1089,0,0,0
38,1546594273767858182,Marciele,Entregador do @iFood tá levando meu pedido pra casa dele e eu tô acompanhando tudo pelo app. A tecnologia veio pra mudar nossas vidas.,2022-07-11 20:36:23+00:00,0,1,0,0
39,1546593892526587913,peituda metida 🍒,E hoje voltou o foco voltar a ser gostosa pq fiquei mais de um mês só comendo ifood e ficando deitada/sentada,2022-07-11 20:34:52+00:00,0,0,1,0
40,1546593259253817344,"Alice, daquele país...","@sabrinoca @iFood o iFood automaticamente aceitou reembolso, até agora não caiu no cartão então ainda tá como pago. o motoboy ainda veio junto pra mostrar minha casa, não o culpo pq não ia dizer não pro patrão dele. tô esperando uma resposta do @iFood até agora!",2022-07-11 20:32:21+00:00,0,0,2,0
41,1546592970014691330,UCK,"Hoje fui xingada por um entregador do ifood, ele me olhava de um jeito que me deixou extremamente assustada. Registrei a denúncia junto ao ifood, mas sinceramente tô com medo.",2022-07-11 20:31:13+00:00,0,0,2,0
42,1546592960191553536,ً,"Hoje fiquei triste, abri o ifood e não tem um lugar descente nessa ilha que tenha churros",2022-07-11 20:31:10+00:00,0,0,0,0
43,1546592734517104642,Elly🦄,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:30:16+00:00,1089,0,0,0
44,1546592398758871040,internauta do amor,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:28:56+00:00,1089,0,0,0
45,1546592350012641280,mãe de pet,"todas as fintechs estão piorando seus serviços 
picp#y: tirou o cashback do cartão de crédito 
c6 b#nk: acelerador de pontos agora é pago (canalhas) 
iti: acabou com a parceria com o ifood 😭 https://t.co/Y5rIrm2Eb5",2022-07-11 20:28:45+00:00,0,0,0,0
46,1546591835073781760,⋆,pedindo remédio no Ifood são outros tempos mesmo viu,2022-07-11 20:26:42+00:00,0,0,0,0
47,1546591707441123328,maya,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:26:11+00:00,1089,0,0,0
48,1546591584401211396,Áthila Teixeiraᶜʳᶠ,comprando meus hormônios pelo ifood e recebendo eles em casa,2022-07-11 20:25:42+00:00,0,0,0,0
49,1546591234420101121,✯,Quer provar essa delícia? Procura o @ElParrilleroB . Estamos abertos de quarta a domingo a partir das 19hs. Funcionamos somente delivery. Estamos no ifood. https://t.co/btosOWMte2,2022-07-11 20:24:19+00:00,0,0,0,0
50,1546590899131617284,Nando Rasec,por que não dá pra ver o trajeto de entrega da mercadoria que tá com o Correios tipo ifood? bota um gps aí vidas o futuro está aqui,2022-07-11 20:22:59+00:00,0,0,2,0
51,1546590393218760708,Um dia sendo pobre,"Pow, @McDonalds_BR , comprei dois combos com vocês pelo @iFood e chegou faltando dois sanduíches, abri reclamação e nenhum dos dois resolveram meu problema. Muito irado como se preocupam com os seus clientes.",2022-07-11 20:20:58+00:00,0,1,1,0
52,1546590097990209537,Rafael B M Jr.,"Quando do nada, um maluco do Ifood  vêm ultrapassando: https://t.co/wNnDdm9EoN",2022-07-11 20:19:48+00:00,0,0,0,0
53,1546589980163702784,Sabrinoca,"RT @joaosouza_7: @EvertonLeblon Sair da Alemanha pra tomar tiro de bandido disfarçado de entregador de iFood. Não, obrigado.",2022-07-11 20:19:20+00:00,4,0,0,0
54,1546589858285735936,Barbezinha do SUS,"@raquelcarolinni @iFood isso que eles fizeram é erradíssimo quem faz a ponte cliente restaurante é o @ifood, ja aconteceu comigo a mesma coisa do restaurante ameaçar vir até minha porta fazer barraco e escândalo faz uns 2 anos isso. Xinguei a mulher de tudo quanto é nome pelo chat e duvidei ela de vir.",2022-07-11 20:18:51+00:00,0,1,7,0
55,1546589802023321601,Marcos,"@raquelcarolinni @iFood Nossa, cobra mesmo, ele nao tinha direito algum de IR na sua casa falar nada, era problema dele com o @iFood.",2022-07-11 20:18:37+00:00,0,0,1,0
56,1546589282361565184,vidalyy,"RT @RTdaFlaTT: Marketeiro entregador de iFood já deixou de ser torcedor do Flamengo! Hahahahahahaha... Pqp! 

Tem quem cai nestes papinhos!…",2022-07-11 20:16:33+00:00,23,0,0,0
57,1546589281162039297,thaty,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:16:33+00:00,1089,0,0,0
58,1546589214581706753,sasalotelli,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 20:16:17+00:00,1089,0,0,0
59,1546589192578371589,Júlia Melo,comprar coquinha gelada no ifood mercados e enviarem a sem açúcar 🤮😭,2022-07-11 20:16:12+00:00,0,0,0,0
60,1546589119891005441,"mirthrinde, a cruzeirense",Tá me achando com cara de ifood https://t.co/l9jKTiM4gU,2022-07-11 20:15:55+00:00,0,2,10,0
61,1546588784715784197,50% dendê 50% guaravita,não posso ficar de ressaca que fico acometida pela vontade de gastar meu salário todo em ifood,2022-07-11 20:14:35+00:00,0,1,2,0
62,1546588395908075523,Yasmin,"@danybabadin @iFood eu achei um absurdo isso, me senti sem segurança alguma, como q o gerente tem acesso ao meu endereço? o motoboy veio junto ainda. tô esperando uma explicação do @iFood até agora",2022-07-11 20:13:02+00:00,0,1,1,0
63,1546588368867393537,Léia Araujo 🇧🇷SP,"@iFood meu sorvete veio derramado e a loja não me responde, o pagamento foi no pix! Pelo menos vocês pode devolver meu dinheiro já o que cliente não vale nada para os seus sellers?",2022-07-11 20:12:56+00:00,0,0,0,0
64,1546588312474886148,duda,"ifood com problema no clube ifood, mas minha fome não aguenta esperar :(
podiam lançar um bônus depois dessa falha aí",2022-07-11 20:12:42+00:00,0,0,0,0
65,1546588171382804481,Lilian,"RT @clubedobeijo: Ele já tá começando a fazer os churrasquinhos que serão vendidos em sua barraquinha 😁

Será que ele entrega pelo Ifood?…",2022-07-11 20:12:08+00:00,1,0,0,0
66,1546588051140493313,rê de guapa,O balbec não estar no ifood é um absurdooo,2022-07-11 20:11:40+00:00,0,0,2,0
67,1546587861973192704,Juliana 🇺🇦,Ganhei um voucher de 100 reais do ifood. Acabei de usar pra comprar remédio pra zelda. :/,2022-07-11 20:10:55+00:00,0,0,0,0
68,1546587659623088135,Bárbara Libório,ISSO AQUI JÁ SUMIU CARA QUE PRAZOS SÃO ESSES??? CPI DO IFOOD URGENTE https://t.co/cNpK2KwD4P,2022-07-11 20:10:06+00:00,0,0,3,0
69,1546587642308882432,Ravena,"RT @joaosouza_7: @EvertonLeblon Sair da Alemanha pra tomar tiro de bandido disfarçado de entregador de iFood. Não, obrigado.",2022-07-11 20:10:02+00:00,4,0,0,0
70,1546587394253754368,yσυкiмyツ,"Segunda-feira, 17h e eu, seriamente pensando em recompensar cansaço com hambúrguer, abri o Uber em vez do iFood. É só o primeiro dia útil da semana.",2022-07-11 20:09:03+00:00,0,0,4,0
71,1546587044914274304,Gabriel,"🏷cupom rappi: Comeguriaprime 

Quer entregas grátis e ilimitadas ?Com o cupom COMEGURIAPRIME vocês ganham Rappi Prime Basic por um mês! 
*pode cancelar antes de completar 1 mês!
#rappi #delivery #cupom #desconto #ifood  #uber #almoço #sextou https://t.co/OOl6Uemgqq i",2022-07-11 20:07:40+00:00,0,0,0,0
72,1546586751292129284,José Domingos Delciello Jr,"@iFood roubaram meu celular, fizeram compras com meu cartão, tentei falar com vocês, porém nada adianta, além do mas ficaram mandando a mesma mensagem umas 33 vezes, tive um prejuízo de quase 800 reais quero saber quando alguém realmente vai poder me ajudar por que está difícil. https://t.co/D1qLai4Q8g",2022-07-11 20:06:30+00:00,0,0,0,0
73,1546585592469008385,iFood News,"RT @joaosouza_7: @EvertonLeblon Sair da Alemanha pra tomar tiro de bandido disfarçado de entregador de iFood. Não, obrigado.",2022-07-11 20:01:54+00:00,4,0,0,0
74,1546585507391541249,Fernando Cezar,"@iFood @iFood roubaram meu celular, fizeram compras com meu cartão, tentei falar com vocês, porém nada adianta, além do mas ficaram mandando a mesma mensagem umas 33 vezes, tive um prejuízo de quase 800 reais quero saber quando alguém realmente vai poder me ajudar por que está difícil.",2022-07-11 20:01:33+00:00,0,0,0,0
75,1546585411740467200,Le Chef - Cozinha Elegante,"@iFood @iFood roubaram meu celular, fizeram compras com meu cartão, tentei falar com vocês, porém nada adianta, além do mas ficaram mandando a mesma mensagem umas 33 vezes, tive um prejuízo de quase 800 reais quero saber quando alguém realmente vai poder me ajudar por que está difícil.",2022-07-11 20:01:10+00:00,0,0,0,0
76,1546585209327476740,ana⁴⁴,"As melhores SOBREMESAS.....

Brooks Hamburgueria Atibaia
Al. Lucas Nogueira Garcez, 2178
Jd. Paulista - Atibaia - SP
WhatsBrooks 11 93444.9364

 #sobremesa #atibaia #crienaocopie #brooks #artesanal #gourmet #chopp #lemonade #ifood #hamburguer #fritas https://t.co/uwqeFzgBnm",2022-07-11 20:00:22+00:00,0,0,0,0
77,1546585114943127556,Nubank,"“Nos próximos 10 anos, essa proibição resultará na eliminação estimada de mais de 1,3 milhão de toneladas de #resíduos #plásticos e mais de 22 mil toneladas de #poluição plástica”, escreveu @JustinTrudeau no Twitter.

https://t.co/W2UAgWpulx",2022-07-11 20:00:00+00:00,0,0,1,0
78,1546584994746974214,ℬianquinha 👑,Tem 68 lojas de açaí na cidade mas é um sufoco para achar alguma no IFood que venda vitamina de açaí… 🙃,2022-07-11 19:59:31+00:00,0,0,0,0
79,1546584821765443586,Tony Coelho,"Molho Teriyaki O molho teriyaki traz um toque especial ... 
https://t.co/jvkVw2AZux
#comidacaseira, #chef, #frango, #hipertenso, #diabetico, #bolos, #soufle, #risoto, #delicia, #doce, #saudavel, #sobremesa, #cozinha, #restaurantes, #massa, #ifood, #car... https://t.co/v8ukYWc5Co",2022-07-11 19:58:50+00:00,0,0,0,0
80,1546584554210824192,Augusto B Leite,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 19:57:46+00:00,1089,0,0,0
81,1546584473315278848,@ᶜᵃᵗ,"@psico_sweet @iFood Dá uma olhadinha se o valor foi estornado na conta ou na fatura tá bem? 
Se não ocorreu a devolução, você pode fazer o reporte dessa compra pelo App! 
Se precisar de ajuda nos chame pelo chat!",2022-07-11 19:57:27+00:00,0,0,0,0
82,1546584321762500608,lele died in the sunset,Deus tira de mim essa vontade de gastar meu dinheiro no ifood,2022-07-11 19:56:51+00:00,0,1,1,0
83,1546584005327437829,dani ⚢,@angelagolds @iFood Fazem os bolos com a sobra de cimento da Cyrela.,2022-07-11 19:55:35+00:00,0,0,0,0
84,1546583830672310279,Podolatria Brasileira 🖤👣,@RTdaFlaTT Isso mesmo!!!! VSF Ifood Pereira!!!!,2022-07-11 19:54:54+00:00,0,0,0,0
85,1546583825953824768,João Pedro,"@Metropoles Ela só faltou perguntar se ele estava com fome, sei lá talvez ela pedia um ifood pra ele, tadinho o cara ia ser preso com fome.",2022-07-11 19:54:52+00:00,0,0,0,0
86,1546583573939081219,#ForaMarcosBrazᶜʳᶠ,"no meu trabalho, apelidamos o ifood de aífode porque... olha... sem condições",2022-07-11 19:53:52+00:00,0,0,0,0
87,1546583148833677312,Ângela Goldstein,"eu pedi um bolo de pote no ifood e pedi pra colocarem algo desejando feliz aniversário (não é meu aniversário)

não sei pq fiz isso mas gostei estou feliz https://t.co/DgxFXhUY5O",2022-07-11 19:52:11+00:00,0,0,1,0
88,1546583094144258048,Jadson Frazao,"RT @findomBrazil: 2 da tarde e não almoçei  ainda, quem vai mandar o pix pra bancar meu ifood  hj?
Chama no direct, seja obediente e manda…",2022-07-11 19:51:58+00:00,4,0,0,0
89,1546582842066583552,TrezÁsᶜʳᶠ🔴⚫️🇧🇷,"@EvertonLeblon Sair da Alemanha pra tomar tiro de bandido disfarçado de entregador de iFood. Não, obrigado.",2022-07-11 19:50:58+00:00,4,2,132,1
90,1546582831882698758,tete,"RT @RTdaFlaTT: Marketeiro entregador de iFood já deixou de ser torcedor do Flamengo! Hahahahahahaha... Pqp! 

Tem quem cai nestes papinhos!…",2022-07-11 19:50:55+00:00,23,0,0,0
91,1546582690748633090,daiane,"Acabei de pedir um bolo de cenoura pelo @iFood e veio um folheto de propaganda da Cyrela (sim, a construtora) junto com o pedido!!!!
Que marmota é essa??? https://t.co/M2ndS4X1Y6",2022-07-11 19:50:22+00:00,0,1,1,0
92,1546581002809753603,madu abraçou o jão,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 19:43:39+00:00,1089,0,0,0
93,1546580824979652608,c a m i l e; 🍎,".@ssarahandrade manda um ifood pra mim, to com fome",2022-07-11 19:42:57+00:00,0,0,0,0
94,1546580321382039552,AndreiaSJ,"@littlechubstin @FALLTODIRECTION @MarcospBruno37 @petragnery @PaoloXavier @analaurasss Então esse pessoal não pela um Uber, não usa um Ifood, não acesso um banco,não manda um PIX, não faz nada.",2022-07-11 19:40:57+00:00,0,2,0,0
95,1546580166306152448,Ofertas e promoções,".@juliette manda um ifood pra mim, to com fome",2022-07-11 19:40:20+00:00,0,1,0,0
96,1546580036865724422,gabs 🦅,"CUPOM DE DESCONTO CORNERSHOP BY UBER

Faça suas compras de mercado sem sair de casa com as 4 primeiras entregas grátis! Se cadastre pelo nosso link e aproveite os descontos exclusivos! https://t.co/GDXBKw0hFg   

 #uber #UberEats  #ifood   #mercado #rappi https://t.co/T3QPsiNNuw",2022-07-11 19:39:49+00:00,0,0,0,0
97,1546579926941417474,VITORIA💖,"agora virou moda acessarem minha conta no @iFood e ngm resolver nada, já troquei de senha e até desinstalei o app e mesmo assim continuam usando minha conta 🤡",2022-07-11 19:39:23+00:00,0,0,0,0
98,1546579398089916419,uma piada ruim,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 19:37:17+00:00,1089,0,0,0
99,1546579307723644928,Thay 💫,"Medidas drásticas foram tomadas:
Apaguei o app do ifood",2022-07-11 19:36:55+00:00,0,0,1,0
100,1546579234944159747,bia,Curiosidade do dia: não dá pra comprar cigarro no ifood?,2022-07-11 19:36:38+00:00,0,1,0,0
101,1546578564048379904,clarinha,eu doente como tudo oq tem em casa e ainda fico na tentação de ifood,2022-07-11 19:33:58+00:00,0,0,0,0
102,1546578359211245569,Ravena,"RT @70styls: oii pessoal, eu e meu namorado sofremos um acidente de moto em uma viagem, a moto era uma fonte de renda nossa, meu namorado f…",2022-07-11 19:33:09+00:00,1089,0,0,0
103,1546577411915108352,Cassiê ✨,"🏷cupom rappi: Comeguriaprime 

Quer entregas grátis e ilimitadas ?Com o cupom COMEGURIAPRIME vocês ganham Rappi Prime Basic por um mês! 
*pode cancelar antes de completar 1 mês!
#rappi #delivery #cupom #desconto #ifood  #uber #almoço #sextou https://t.co/OOl6Uemgqq gj",2022-07-11 19:29:23+00:00,0,0,0,0
104,1546577346907574277,Mariano,"O que mais me interessou foi os 10 dólares mas tem cupom presente e vale compras, cupom de 50 no ifood",2022-07-11 19:29:08+00:00,0,0,0,0
105,1546577166187601921,Auanna 🎣,Não pode vim um cupom no Ifood que eu já zero minha conta kkkkk,2022-07-11 19:28:25+00:00,0,0,3,0
106,1546577081907253248,Jhon edwin Villarreal pacheco,difícil a vida de quem mora com amiga q namora e recebe ifood surpresa em plena segunda feira a tarde,2022-07-11 19:28:04+00:00,0,1,1,1
107,1546576975141142530,Thdo1°,"RT @bonvivanttprive: Sou a nova entregadora do Ifood(e), o cliente me pagou com muita rola na  bucetinha 🥵

Conteudo completo la no meu Pri…",2022-07-11 19:27:39+00:00,17,0,0,0
108,1546576542905540611,Pedro Lobo,"Esse negócio de ter supermercado no ifood é tudo pra mim , comprei umas coisas q tava precisando aqui sem precisar sair tudo pra mim 🫰🏻",2022-07-11 19:25:56+00:00,0,0,1,0
109,1546576364601475073,g4bs,@crowofashesss Metade do Ifood de SJC é dessa porra kkkkkkkkkkkkkkkk,2022-07-11 19:25:13+00:00,0,1,0,0
110,1546575756196814849,Diogo gomes,"hoje acordei podre, sinusite no seu estágio crítico de inchar o rosto e cabeça pesar 100kg, eu bem bela chamei os meus dois remedios salvadores na farmácia pelo ifood
 
ate ai tudo certo, pedido confirmado, entregador aguardando pedido e saiu para entrega",2022-07-11 19:22:48+00:00,0,1,0,0
111,1546575637430796291,Yuri,@proconspoficial será que tem alguma forma de fazer com que o @iFood atenda o chamado aberto a mais de 40 dias (chamado aberto via sistema 34174497),2022-07-11 19:22:20+00:00,0,0,0,0
112,1546575332400136193,ana fraus,"O Ifood me manda mais mensagem do que minha mãe e todos que vivem em meu ciclo, IMPRESSIONANTE.",2022-07-11 19:21:07+00:00,0,0,0,0
113,1546574941373480970,bequinha,@alkiminaj @iFood Se precisar de um lugar q te atende com falta de educação e caga p horário é esse ai kkkk,2022-07-11 19:19:34+00:00,0,0,0,0
114,1546574910973157379,estorvo,Tô doida pra comer um lanche do subway mas pelo ifood tá tão caro,2022-07-11 19:19:27+00:00,0,0,0,0
115,1546574870158393344,Burrototal,"Queria descontar minha tristeza num docinho
Sei la
Uma barra de laka oreo qualquer coisa
Tudo caro no ifood",2022-07-11 19:19:17+00:00,0,0,0,0
116,1546574726948163584,du.,"@iFood
 vou vir aqui todos os dias ate o chamado 34174497 -&gt; 40 dias e nada 34587096 -&gt; 17 dias e nada  ser resolvido, RESTAURANTE NÃO APARECE NA LISTA DESDE 07/06""",2022-07-11 19:18:43+00:00,0,0,0,0
117,1546574699286740992,barbara 바르바라,"@maiamcraes Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-07-11 19:18:36+00:00,0,0,0,0
118,1546574671201669122,Tha ˢᵖᶠᶜ.,"@thaynabfr96 @alveesgraci Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-07-11 19:18:30+00:00,0,2,0,0
119,1546574650989232131,Giu Volante,"depressão, bobs parou de aceitar alelo no ifood, sem mais 1L de milkshake de paçoca :(",2022-07-11 19:18:25+00:00,0,1,1,0
120,1546574590838800384,løvely,"@barbierxvxl Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-07-11 19:18:11+00:00,0,1,0,0
