,user,user_id,text,created_at,retweet_count,reply_count,like_count,quote_count,class
52,Lívia.com,1142468091999391744,eu não vou sair da santidade em plena uma sexta feira santa por causa do ifood andreas vou degustar minha torta capixaba e fingir que não li essa coisa bizarra que chamam de entrevista do entregador!,2022-04-15 13:43:45+00:00,0,0,2,0,neg
53,juju(Bi)nha 🧬🎲,1245431234932674561,@ifood preciso que resolvam meu problema já que o sac e o telefone de vocês não funciona !!!,2022-04-15 13:41:14+00:00,0,0,0,0,neg
55,Nathancio,1143204314,entrevista ridícula desse entregador do ifood nem terminei de ver,2022-04-15 13:38:10+00:00,0,0,2,0,neg
57,vitinn bancado,1445097624328183813,eu acho um absurdo o @ifood não ter nenhuma opção de peixe barato ou pelo menos com frete grátis,2022-04-15 13:38:00+00:00,0,0,0,0,neg
59,Centro Esquerda p um Brasil menos fascista.,1041327105328394240,não posso deixar de perder fora ifood!!!!!!! https t co sypg uek,2022-04-15 13:36:50+00:00,0,0,1,0,neg
61,jeo,939299689123536896,amanhã vou passar o dia sozinho pensa do em deixar metade do meu salário no ifood,2022-04-15 13:35:54+00:00,0,0,0,0,neg
64,👽Alien Boy🌜,116829778,@blogdonoblat motociata de elite nenhum motoqueiro q trabalha n ifood está nessa a moto mais barata é de mil reais,2022-04-15 13:31:49+00:00,0,1,2,0,neg
66,Nina 🌵❤️Zatanna Zatara ❤️,1358833451290529794,foi assim que acordei h depois quase h da manhã sem saber onde eu estava tava na cama do meu roommate com um livro na mão???? usando minha toalha de cobertor e o grey's anatomy torando no cel com ✨✨ fiquei sem ifood e tive que laricar no pão com queijo branco,2022-04-15 13:30:30+00:00,0,0,7,0,neg
67,rog,1263124262178697218,até aí tudo bem consegui chegar no quarto e deitar no entanto comecei a passar mal do estômago e pensei vixi será que vou vomitar???? o bagulho ficou tão louco que até fui pro banheiro mas n rolou voltei pro quarto e decidi tirar uma soneca e depois pedir um ifood 😎,2022-04-15 13:30:29+00:00,0,1,3,0,neg
70,Lucio Melo,2952335848,@tioherc em falar de ifood tenho cupons de q vence hj e nem tem muita opção aqui pro rumo de casa,2022-04-15 13:28:33+00:00,0,0,1,0,neg
78,Nina Santos,16195169,ficar em casa sozinho o dia todo se resume em pedir ifood,2022-04-15 13:26:15+00:00,0,0,1,0,neg
87,𝗺𝗮𝗱𝘂 𝗯𝗹𝗼𝘀𝘀 ♡,1076267236652929024,este friozão e eu tendo que ir no mercado essa hora me aparece um cupomzão de mercado do @ifood 🙏🏼🥳,2022-04-15 13:10:12+00:00,0,0,0,0,neg
90,Amanda Leal,210464862,@brunohfveloso a real é que eu nunca nem vou à padaria hahaha ifood é meu mestre,2022-04-15 13:06:48+00:00,0,0,0,0,neg
91,🏴Grilos unidos pela revolução☭,1422968865059917824,@austro_nomics @migue in @comunadememes você está justificando uma pessoa ganhar reais por mês o que não paga nem um aluguel com base na idade? sério? além disso os trabalhadores do ifood não são majoritariamente jovens paulo galo é um exemplo disso qual experiência você adquire trabalhando pro ifood?,2022-04-15 13:05:25+00:00,0,1,0,0,neg
96,Fake Libriano,100416842,o prédio todo de onde eu moro está cheirando a peixe eu na minha humilde existência no máximo que vou fazer é uma sardinha com ovo ou a saída mais óbvia que é pedir um strogonoff de frango via ifood,2022-04-15 13:02:08+00:00,0,0,0,0,neg
101,Ian Souza/ttnovo😢,1296043235262042112,prr pedi lanche no ifood ontem mais estava tao cansado que apaguei e acordei só agora deve ter ficado me chamando 😂😂😂😂,2022-04-15 12:54:09+00:00,0,1,0,0,neg
102,Leo Dalla Costa,40282198,@augustoinacio @lulaoficial a agência de propaganda contratada pelo @ifood atacando novamente se pá tão pensando que vão conseguir derreter o @lulaoficial como tentaram derreter o @galodeluta a conta desse maluco tava parada a um tempo,2022-04-15 12:53:42+00:00,0,0,1,0,neg
103,b,1211500231403008005,rt @yannagoiss pronta entrega tá on! ✨ retiradas na sul ou entrega pelo ifood! segue o cardápio abaixo 👇🏼 https t …,2022-04-15 12:53:27+00:00,3,0,0,0,neg
104,Felipe Lauksas,45996610,@devsuado @josyscript alguma treta no ifood? já me falaram para por currículo lá ouvi dizer que eles pagam bem e que exigem bom conhecimento de software para contratar,2022-04-15 12:53:09+00:00,0,0,0,0,neg
107,ᒪarissa,219096582,pedi um lanche no ifood ontem e dormir o fd que paguei pelo app helppp,2022-04-15 12:48:56+00:00,0,0,0,0,neg
108,@Mel,1352412832516747270,não vou falar sobre o entregador de ifood porque não quero me estressar na sexta feira santa,2022-04-15 12:47:04+00:00,0,1,2,0,neg
109,Juh :),1510275861404172290,só eu que fico xingando os anúncios do youtube? anúncio ifood eu ifood é seu c*,2022-04-15 12:46:58+00:00,0,0,0,0,neg
111,Pablo 🗣,41121559,tinha saído do serviço e minha amiga me ligou perguntando se queria passar na casa dela pra pegar uma sanduiche que ela tinha comprado por real no @ifood vocês tem uma amizade igual a minha?,2022-04-15 12:43:29+00:00,0,0,0,0,neg
112,let leonardo = 'Léo',4874748197,@mafioletitais não 🥲 estava na esperança de receber um crédito pelo ifood para comprar algo mas não recebi nada,2022-04-15 12:43:29+00:00,0,0,0,0,neg
114,marcelo,1425622437052526595,@ifood senhora @ifood estou profundamente indignado pois essa madrugada realizei um pedido em um restaurante meu pedido simplesmente não chegou tentei entrar em contato com o mesmo por todos os canais disponíveis e não obtive resposta e o restaurante não quer fzr o cancelamento,2022-04-15 12:43:00+00:00,0,1,0,0,neg
116,giulia (Taylor's Version),991402617992511488,será que eu mereço um café da manhã do ifood?,2022-04-15 12:39:45+00:00,0,3,5,0,neg
118,PALA D1NO²²,1160934312679825410,daqui a pouco ir retirar mais barras de chocolate no mercado que eu comprei pelo ifood já que eu acabei com as que eu comprei sábado esses cupons da samsung está salvando,2022-04-15 12:37:38+00:00,0,0,7,0,neg
121,Deni,1224095958591471618,se a intenção da assessoria do entregador do ifood era causar alguma empatia se fodeu quero mais é essa maluco longe do flamengo,2022-04-15 12:35:58+00:00,0,0,1,0,neg
123,🦋,856113759559065600,tive um problema com meu pedido ontem ficou faltando refrigerante pedi o reembolso o que devo fazer pois no aplicativo não mostra nada só de minha solicitação @ifood,2022-04-15 12:31:47+00:00,0,0,0,0,neg
129,🤩gayLulista13🚩🌈🌟😍,1239952087527706634,@futebol_info @geglobo kkkkkkkk como que se um gol de falta fosse mais importante do que um título da libertadores vai tomar no seu uc ifood,2022-04-15 12:23:56+00:00,0,0,0,0,neg
138,Miles Coltrane Baker,1454825469463957508,ganhe dinheiro de volta e cupom de desconto em suas compras! época cosméticos carrefour decolar aliexpress shein ifood uber eats nike natura shopee fast shop boticario booking avon etc acesse o link cadastre se e comece com r de saldo! https t co hp g gxse https t co rgkflsbc,2022-04-15 12:17:05+00:00,0,0,0,0,neg
143,Nando,16592848,@ifood bom dia ontem tive um problema com meu pedido ficou faltando um refrigerante pedi o reembolso mais no aplicativo não mostra nada sobre minha solicitação devo fazer alguma coisa ou tem algum outro lugar para ver,2022-04-15 12:15:06+00:00,0,0,0,0,neg
146,𝑮𝒂𝒃𝒓𝒊𝒆𝒍𝒂,1051609893185183744,quando abri minha doceria no ifood só consegui vender peças de produtos isso mesmo e nessa eu ganhei menos que a metade do lucro basicamente só o preço de investimento https t co lws cktvo,2022-04-15 12:12:09+00:00,0,0,0,0,neg
147,amanda,1284785246,acabei de gastar reais na padaria do ifood pq o pessoal aqui do bairro não quisero trabalha hj,2022-04-15 12:11:18+00:00,0,1,0,0,neg
155,Rafa Oliveira,1505283463036944386,@terrabrasilnot não tem ifood na floresta?,2022-04-15 11:53:18+00:00,0,0,1,0,neg
156,Geovane Ribeiro,1274889482190426114,rt @annaapark olha o lugar que deixam os motoboys de aplicativos esperando pela entrega 😢 como saber disso na hora de escolher comida no i…,2022-04-15 11:52:05+00:00,2,0,0,0,neg
158,Felipe,1133368186903175168,não aguentei e comprei café da manhã no ifood pra entregar aqui ou ia morrer de fome até meio dia,2022-04-15 11:49:39+00:00,0,0,0,0,neg
160,GAROTO PROPAGANDA BETFAIR,848142132086964224,@maga_coach essas desgraças vivem de porcaria comprada por ifood se terminar os apps ou os motoqueiros elas morrem de fome a única serventia que possuem é de hospedeiro pra demônio por que de resto são inúteis,2022-04-15 11:46:56+00:00,0,0,2,0,neg
161,Caio 🥊🇧🇷,4377908416,acabei de ver café de milho no ifood será se é bom,2022-04-15 11:45:47+00:00,0,0,0,0,neg
166,Marcelo Oliveira,1374017848297857029,@oarthurpaulino eu hackeei o dante porquê eu estava com fome ave maria só pedi um ifood,2022-04-15 11:25:46+00:00,0,0,0,0,neg
167,jg.,1185684138847801344,rt @sophia liveiira hoje veio um novinho do ifood entregar meu pedido fiquei toda molhada quando abri a porta que acabei virando o prato…,2022-04-15 11:22:17+00:00,73,0,0,0,neg
168,Graça Campos,964935893659340802,@ge_fla que ele se recupere bom jogador mais que faça tudo isso bem longe do flamengo que passe a se reabilitar em outro time boa sorte ifood!❤️🖤🙌,2022-04-15 11:16:38+00:00,0,0,0,0,neg
174,mari GABRIEL BDAY,1502363231649779718,@luucasxcrvg @ifood tá dizendo q o pedido foi entregue da manhã e eu não recebi nada,2022-04-15 10:14:35+00:00,0,2,0,0,neg
179,spencer,3027309647,@jailma_pb @lulaoficial @ifood @uber_brasil comento apenas pq não ajuda outubro taí e se ficarmos tentando explicar falas ruins vamos apenas munir os adversários a própria militância se perde alguém desenterrou aqui frase falsa e infeliz do lula q elite odeia comida no prato do povo,2022-04-15 10:04:06+00:00,0,1,0,0,neg
180,Socorro,2730557166,@jailma_pb @lulaoficial @ifood @uber_brasil a equipe citou empreendedor… q é o q compõe os milhares de restaurantes e lanchonetes das plataformas e eles já fazem isso refeições água café lugar para sentar o texto ta péssimo e mais uma vez desrespeita o brasileiro q tenta empreender algum estagiário escreveu isto,2022-04-15 09:59:41+00:00,0,1,0,0,neg
181,Raquel Linda 🎲🐆 💜 💉,1219958646488096769,@gusta @jailma_pb @jotaz @lulaoficial @ifood @uber_brasil então tá bom pede para ser contratado clt e coloque no bolso r tickets indenizações na dispensa seguro desemprego pular de emprego de em meses e vote na esquerda para o estado ser muito grande para cuidar de você e seja feliz,2022-04-15 09:49:37+00:00,0,0,0,0,neg
182,guilherme,2569464396,@fredbbianchini meu deus best #freelanches irei mandar um ifood veg pra vcs,2022-04-15 09:46:16+00:00,0,1,1,0,neg
185,Lucia H.Bassitt Carvalho,1246041512628142080,desgraça de ifood desgracado me cobrando reais a mais pq eu fiz o motoboy esperar minutos quatro kkkkkkkkk que piada,2022-04-15 09:27:36+00:00,0,0,0,0,neg
192,Gustavo,1357176276285587461,eu dormi no hall do prédio esperando meu lanche do ifood e não recebi o lanche,2022-04-15 09:00:38+00:00,0,0,3,0,neg
193,Matheus,1220365860294012934,eu depois de pedir um lanche no ifood e receber ele apenas horas e meia depois https t co w b srms x,2022-04-15 08:48:04+00:00,0,2,16,1,neg
194,fah,1306686819220717568,se eu tivesse dinheiro pagaria o youtube pra nunca mais precisar ver anúncio do ifood,2022-04-15 08:37:39+00:00,0,0,0,0,neg
195,Wesley Alves,1240139965100679171,meio bebo e ainda pedindo ifood essa hora cada coisa que eu faço viu,2022-04-15 08:36:26+00:00,0,0,0,0,neg
197,Ricardo 22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1494090058839830528,só se o ifood pagou você pra fazer publi negativa pra essa loja igual pagou pra falar mal dos funcionários que não quer pagar bagulho caro do carai kkkkkkk https t co lnlqlotfng,2022-04-15 08:11:50+00:00,0,0,0,0,neg
198,Ryan ˢᵖᶠᶜ 🇧🇷🇾🇪,1007451229318938624,@gabsfreindorfer poha essa hora em recife nen ifood chega,2022-04-15 08:00:18+00:00,0,0,0,0,neg
200,vicvic,1032824387421065216,"@gmonteirorj quando vai sair o vídeo fake dos motoboys? ""flagrei motoboy dormindo na chuva no horário de trabalho"" ou comprei paçocas pelo ifood e dei reais para o motoboy""",2022-04-15 07:46:31+00:00,0,1,1,0,neg
202,𝐁𝐫𝐮𝐧𝐧𝐨🌪,1092471884246122496,@gnthrfsb @natanaelpalitot @bfr_leleco @guerreiracomun @historia_pensar e isso seria sua prova sobre a acusação sobre o ifood e o galo? não né pq vcs não tem cirista de merda,2022-04-15 07:31:57+00:00,0,1,0,0,neg
203,シ,471478692,fiz um pedido no @ifood não enviaram nada paguei no aplicativo e simplesmente não consigo cancelar e pra variar zero atendimento do ifood d,2022-04-15 07:30:57+00:00,0,0,0,0,neg
208,mirellinda,222649526,juro que eu cometeria loucuras agora por qualquer coisa que o ifood me oferecesse,2022-04-15 06:56:23+00:00,0,0,0,0,neg
209,🌊ia,793187319222263808,@ifood eu não recebi o lanche e quero o estorno do valor pago pelo app,2022-04-15 06:41:33+00:00,0,0,0,0,neg
210,Rafael Luna,450225515,@ifood eu pedi um lanche fiquei horas esperando e não recebi agora consta no app que o pedido foi finalizado cansei de solicitar o cancelamento e nada um verdadeiro absurdo!!!,2022-04-15 06:40:57+00:00,0,0,0,0,neg
212,Ssff,1404846333962428428,cara @ifood é um péssimo aplicativo com o pior suporte que já vi eu to puta até agr que meu pedido não chegou e não consigo cancelar e nem solicitar estorno,2022-04-15 06:27:53+00:00,0,0,0,0,neg
215,♍ parlattori,449730340,na rua augusta com alameda santos diversos entregadores do @ifood usando drogas na calçada!! quase impossível para o pedestre passar na calçada por conta disso e pelas bicicletas ocupando espaço! #sp,2022-04-15 06:23:17+00:00,0,0,0,0,neg
216,JuniorNew13🚩,1479083641334640644,na rua augusta com alameda santos diversos entregadores do @ifood usando drogas na calçada logo pela manhã quase impossível para o pedestre passar por conta disso e pelas bicicletas ocupando espaço!! fiscalizem já!,2022-04-15 06:23:00+00:00,0,0,0,0,neg
221,✨,1244002700439760896,não acredito que acordei agora com o ifood me ligando pra avisar que o pedido chegou h da manhã que humilhação,2022-04-15 06:02:16+00:00,0,0,0,0,neg
222,Thauany,1133493627961970689,da manha e eu tô esperando ifood por motivos de não conseguir dormir com fome que inferno,2022-04-15 06:01:18+00:00,0,0,2,0,neg
223,oliveira 🍁,1513800624718155777,com essa porra do ifood ninguém confia mais ninguém sai dai @gildovigor esse lugar não te representa! vocês são gigantes @podpah não precisam disso não! https t co dm elbhwy,2022-04-15 06:00:18+00:00,0,0,0,0,neg
227,hyva,1030724203761295360,@itsperonia ifood e por mensagem tb não sei porque ainda insisto em pedir,2022-04-15 05:52:48+00:00,0,0,0,0,neg
232,mirena pieszecki,192450988,@lilyderaiolaser mulher nem julgo já fui comprar lanches no ifood e comprei kkkkkkk sabe deus como foi isso fui até brigar com o entregador aí eu disse que ia mostrar no app que foram lanches quando abro o ifood cliquei x não me pergunte como 🤡,2022-04-15 05:46:22+00:00,0,0,0,0,neg
235,pâ,1225922079616360449,mais de uma hora de meia esperando um pedido do ifood onde a loja nem número pra entrar em contato tem como que faz @ifood? decepcionante,2022-04-15 05:37:02+00:00,0,0,0,0,neg
236,Henrique Takimoto Jasa,23210224,@ifood o valor já foi pago se isso não é compactuar com o roubo do valor da compra sem a entrega do produto eu não sei mais o que é essas empresas precisam urgentemente passar por um pente fino,2022-04-15 05:35:02+00:00,0,0,0,0,neg
237,BRITO 😎👉,1233440215332786178,o @ifood além de ser mau caráter de boicotar uma luta correta dos entregadores agora compactua com o roubo por parte das lojas que atuam nela fiz um pedido a loja aceita o pedido fecha deixa o pedido em aberto nconsigo cancelar e o ifood se nega a me atender para resolver,2022-04-15 05:35:01+00:00,0,1,0,0,neg
238,Igor,1174979392344219648,nunca peça nada no ifood sem ver os comentários antes meu pedido atrasou fui ver e tinha gente reclamando q demorou mais de h 🤡🤡🤡,2022-04-15 05:33:04+00:00,0,0,1,0,neg
240,Fois ❤️‍🔥,1900397485,vou dormir se meu ifood chegar chefou,2022-04-15 05:29:05+00:00,0,0,0,0,neg
242,Lukão 🖕🏻🍁,1478423046511861763,qria uma pizza queijos c azeitona i mt ketchup ainda bem q n sou rica se n pedia uma agr pelo ifood,2022-04-15 05:25:53+00:00,0,0,1,0,neg
245,gato de bosta,1157394338965532672,@ivanraupp @ericfaria @cahemota @geglobo perco nem meu tempo foda se esse ifood,2022-04-15 05:18:53+00:00,0,0,1,0,neg
248,Pretinho 👅🔞,1360698715254775819,tá porra eu olhando o ifood aq qq tá aberto e me aparece um depósito com uma a vinte seis reais vinte e seeeeiiisssss,2022-04-15 05:14:36+00:00,0,0,0,0,neg
252,nick 🍪 my bday,1112929288393814016,só pra lembrar que hoje o ifood fez a boa e eu comi um combo safadinho desse de reais por centavos se foi bug eu não sei mas com certeza me fez perdoar o aplicativo depois de dores de cabeça com outros pedidos https t co x hotkmn,2022-04-15 05:12:29+00:00,0,0,3,0,neg
254,Maryzita,1473071952009076739,@theluksabm concordo contigo mas no final o app do ifood no meu celular simplesmente soltou minha mão e não abria por nada daí fiz nugget😞,2022-04-15 05:07:37+00:00,0,0,0,0,neg
256,uéu,123694717,e pouca da manhã eu e uma menina aqui no meio da rua procurando o cara do ifood pq não veio no endereço certo kkkk🤡,2022-04-15 05:03:52+00:00,0,0,0,0,neg
260,Love MEB,812486818088288256,rt @_lokaveia meu deus cara não tem lugar aqui no tatuquara no app do ifood que venda comida saudável,2022-04-15 04:59:13+00:00,2,0,0,0,neg
261,Felix,944755275273244672,tenho que parar de falar “ifood” contei pra gi que quase fui atropelade pelo carinha do ifood e ela ficou ??? dai tive que corrigir uber eats e ela aaaaah,2022-04-15 04:59:12+00:00,0,0,0,0,neg
263,🦋,904901793804673025,deixei de pedi no ifood achando q no mec nem seria mais rápido 🤡🤡🤡🤡🤡,2022-04-15 04:34:11+00:00,0,0,0,0,neg
272,Gostosa e deprimida desde 1998,3111518667,vai de mal a pior @ifood https t co vqxmlyeh y,2022-04-15 04:26:51+00:00,0,1,1,0,neg
273,Kaique 🦅🇵🇹,709215856497188864,ifood uma merda meu pedido está atrasado tem h,2022-04-15 04:26:08+00:00,0,0,0,0,neg
274,p,2747499931,acabou que não pedi lanche e to azul d fome será q tem algo bom no ifood essa hr?,2022-04-15 04:25:16+00:00,0,0,1,0,neg
276,elicê ..,2820724187,papo reto quase fiquei até da manhã na rua porea se eu fico era estrupo coletivo no ifood🤣🤣🤣,2022-04-15 04:22:24+00:00,0,0,1,0,neg
278,juju st4 is coming,1249564778277810178,mandei um doce pra minha namoradinha em anônimo pelo ifood e a mãe dela ta achando que é pra ela e ta perguntando pra tds os homens q ela conhece eu não paro de rirrrrr,2022-04-15 04:20:51+00:00,0,1,1,0,neg
279,apetitoso no corre dos burla 🇧🇷,3146345805,tá ouvindo esse barulho entregador de ifood na porta card clonado??? enchendo a barriga da tropa,2022-04-15 04:20:22+00:00,0,1,0,0,neg
282,Jorginho ¹⁸⁹⁵ 🔴⚫,4517136515,duas horas e meia esperando o lanche que pedi no ifood e chega na hora o lanche é horrivel nunca mais 🤡,2022-04-15 04:18:32+00:00,0,0,0,0,neg
284,Brum,234575383,para que esses restaurantes se cadastram no ifood? e pior que é impossível cancelar 😤,2022-04-15 04:17:36+00:00,0,0,0,0,neg
286,Rá-phel (is making Fieram a reality) 🐦,8437732,eu esqueci de comentar aqui quarta eu pedi um @burgerkingbr no @ifood e no mapa aparecia um coelhinho da @lacta no lugar da moto coisa mais fofa do mundo! mas eu não ganhei nenhum chocolate 😭😭 aaaaaaaaaaaa,2022-04-15 04:15:27+00:00,0,0,0,0,neg
288,Franci Croci 🌻,2378274430,@cristianafc nem se fala da dor de cabeça né @ifood danos morais para que?,2022-04-15 04:14:23+00:00,0,0,1,0,neg
289,Garcia 🇧🇷,1098038519946199040,ifood eu sou uma piada p você? 🤡,2022-04-15 04:11:25+00:00,0,0,2,0,neg
291,pedro,224087870,os cara do ifood marola pra entregar o lanche cara já até perdi a fome,2022-04-15 04:10:11+00:00,0,0,0,0,neg
292,Letícia Baptista,61195723,um absurdo fazer um pedido pelo @ifood está h atrasado ligar pra loja falarem que já saiu pra entrega e h depois nada do pedido consigo nem cancelar porque a loja não autoriza,2022-04-15 04:09:36+00:00,0,0,0,0,neg
295,Heloise Casarotti ,33914869,vamos falar do @ifood agora que loucura um pedido que foi colocado para retirada ser confirmado h de um dia e cancelado h do dia seguinte pq a pessoa não foi retirar e o restaurante não foi pago https t co yddskubjaz,2022-04-15 04:07:13+00:00,0,0,0,0,neg
298,Gisa 🇧🇷2⃣2⃣ 💚💛,1113930339410481152,"rt @paulofilippus pessoal falando em boicote às empresas do jorge paulo lemann depois da declaração dele sobre um suposto ""novo president…",2022-04-15 04:04:26+00:00,81,0,0,0,neg
300,ᴘᴇᴅʀᴏ,593846288,sinceramente ifood é merda ultimamente esses sites de fazer o pedido q já encaminha pro wpp é bem melhor e os caras cobra menos,2022-04-15 04:03:04+00:00,0,0,1,0,neg
303,Davizinho⛓❄️☔️,1069699648707854336,@n ldin mais ou menos eu esqueci de pedir almoço no meu trabalho aí fiquei com preguiça de pedir no ifood e tô até agr sem comer,2022-04-15 03:59:22+00:00,0,1,0,0,neg
313,Gray,366234630,rt @durcezin só recebo isso do ifood https t co fk dnycrmx,2022-04-15 03:50:59+00:00,1,0,0,0,neg
316,O Italiano Flamenguista,1189640299301232640,@ivanraupp @ericfaria @cahemota @geglobo torço por ele por ele ficar bem longe do meu flamengo! vá pra casa do c@ralho seu ifood da desgraça!,2022-04-15 03:48:50+00:00,0,0,0,0,neg
318,Denise Bertola,127121414,além disso resolvi seguir a sugestão de vcs e pedir diretamente no site não consegui cadastrar nenhum cartão para pagamento e o telefone para contato não existe acabei pedindo pelo ifood pq queria provar a pizza de vcs decepcionada,2022-04-15 03:48:43+00:00,0,0,0,0,neg
319,KEVINHO?,1021572419377618944,tinha pedido lanche no ifood demorou tanto que eu dormi e acordei mais de uma hora depois com o motoboy buzinando,2022-04-15 03:48:22+00:00,0,0,0,0,neg
330,vitória,1047694566411968512,meu condomínio tá com essa palhaçada de depois de meia noite não pode entrar nem uber nem ifood,2022-04-15 03:35:21+00:00,0,0,0,0,neg
333,Rafaela MarDom,1149742659197706240,comprar um rodízio de hambúrguer em casa e sentir q foi dinheiro jogado fora sdds quando o @ifood não me decepcionava,2022-04-15 03:33:45+00:00,0,0,0,0,neg
335,𝚋𝚎𝚕𝚊,1064392474658070529,@gxbinv minha professora de marketing n cansa d falar mal do ifood direto dando merda,2022-04-15 03:32:52+00:00,0,1,0,0,neg
340,Chosen,1073052893861826560,pedi peças de sushi no ifood por centavos cada combo de 😌 ps ainda veio peças gourmet mano gigante,2022-04-15 03:27:53+00:00,0,0,1,0,neg
341,dricka dioniszete.,1374327802577715201,besteira no youtube vídeo de vendedores do ifood não sei como a gente chegou aqui,2022-04-15 03:27:47+00:00,0,0,0,0,neg
343,NANNY,811268331583995904,eu vou lançar um desafio aqui no twitter como participar? dando like e rt nesse tweet você pode ganhar a chance de me pagar um lanche no ifood de minha preferência não vai perder essa n é msm,2022-04-15 03:27:03+00:00,0,0,1,0,neg
346,mel da maraisãnnn🦋🎾2️⃣,1305643627927023618,é @ifood tá na hora de selecionar melhor os restaurantes hein quase hrs de espera e não entregaram meu lanche… é claro que já cancelei mas pqp,2022-04-15 03:22:22+00:00,0,0,0,0,neg
348,Gdzin✠,774435217788502016,vontade de pedir um lanche mas aqui na roça não tem ifood skkssk tristeza,2022-04-15 03:21:52+00:00,0,2,2,0,neg
349,🇺🇦 I believe in Pedro Pascal supremacy 💖,195492243,@myllenaponce ifood de entorpecentes é o que falta muita gente reclama que não existe bom negócio em 👀,2022-04-15 03:21:50+00:00,0,1,1,0,neg
350,Graven Fox,1456015504171225095,estou com raiva da falta de responsabilidade dele com a doença dele de ñ pensar q quando ele se machuca quem paga o pato é a gente com quem acha q eu ñ sei o meu limite com quem esfrega reais de crédito do ifood com quem ñ jantou e principalmente pra quem ñ me responde,2022-04-15 03:20:01+00:00,0,0,1,0,neg
352,DRAUZIO VRAUNELAS,1084296539298820096,iria pedir um @ifood mas o último não veio,2022-04-15 03:18:20+00:00,0,0,0,0,neg
354,g,1076633009804197888,viniciuscortes @ifood o hobby do ifood é fazer o empreendedor de otário tenho nojo,2022-04-15 03:18:05+00:00,0,1,0,0,neg
357,Cheerleader pobre,2667777288,eu e o ifood nunca da certo ou os povo sai sem confirmar q saiu do estabelecimento ou eu fico hrs esperando eles ah bobo meu cu to cansado pra carai,2022-04-15 03:17:00+00:00,0,0,1,0,neg
